Pet_ID,Pet_Type,Owner_Name,Procedure,Cost_Per_Treatment,Repeat_Seen,Consultation_Time_Minutes,Date_of_Treatment,Referral_Source,Diagnosis,Main_Condition,Visits_Count,Total_Income
PET0176,Dog,Owner_5,Neutering,302,False,22,2025-01-06,Online Booking,Dental Disease,Behavioral Issue,4,1208
PET0133,Cat,Owner_118,Neutering,439,True,54,2025-01-14,Online Booking,Parvovirus,Infectious Disease,1,439
PET0540,Dog,Owner_184,Surgery,643,True,42,2025-01-07,Walk-in,Ear Infection,Genetic Disorder,5,3215
PET0972,Bird,Owner_155,Surgery,932,False,15,2025-03-10,Walk-in,Dental Disease,Infectious Disease,4,3728
PET0531,Bird,Owner_170,Vaccination,305,False,33,2025-01-23,Online Booking,Dental Disease,Preventative Care,1,305
PET0914,Dog,Owner_173,Vaccination,758,True,28,2025-01-21,Emergency,Arthritis,Behavioral Issue,4,3032
PET0831,Bird,Owner_193,Vaccination,864,False,25,2025-01-04,Referred by Vet,Parvovirus,Preventative Care,5,4320
PET0257,Dog,Owner_75,Surgery,970,True,49,2025-03-04,Online Booking,Parvovirus,Chronic Disease,3,2910
PET0825,Cat,Owner_189,Dental Cleaning,499,False,37,2025-03-07,Emergency,Arthritis,Genetic Disorder,5,2495
PET0482,Bird,Owner_80,Dental Cleaning,59,True,42,2025-01-15,Walk-in,Dental Disease,Behavioral Issue,2,118
PET0807,Bird,Owner_21,Neutering,873,True,57,2025-01-10,Online Booking,Ear Infection,Infectious Disease,4,3492
PET0747,Bird,Owner_61,Checkup,847,True,50,2025-01-31,Emergency,Skin Infection,Preventative Care,4,3388
PET0339,Rabbit,Owner_28,Vaccination,291,False,22,2025-02-26,Online Booking,Parvovirus,Trauma,2,582
PET0116,Cat,Owner_32,Dental Cleaning,300,True,52,2025-03-17,Referred by Vet,Parvovirus,Genetic Disorder,2,600
PET0963,Bird,Owner_190,Checkup,926,False,54,2025-03-16,Emergency,Arthritis,Behavioral Issue,3,2778
PET0141,Cat,Owner_159,Checkup,54,False,34,2025-02-11,Emergency,Skin Infection,Chronic Disease,4,216
PET0967,Bird,Owner_193,Neutering,168,False,51,2025-02-23,Online Booking,Parvovirus,Genetic Disorder,4,672
PET0861,Bird,Owner_130,Neutering,850,False,45,2025-01-26,Emergency,Ear Infection,Infectious Disease,3,2550
PET0725,Cat,Owner_35,Dental Cleaning,423,True,36,2025-03-28,Walk-in,Ear Infection,Chronic Disease,1,423
PET0980,Rabbit,Owner_194,Vaccination,114,True,47,2025-02-11,Walk-in,Parvovirus,Preventative Care,3,342
PET0968,Rabbit,Owner_139,Deworming,195,False,16,2025-01-30,Emergency,Dental Disease,Chronic Disease,5,975
PET0805,Rabbit,Owner_186,Vaccination,273,True,14,2025-01-15,Referred by Vet,Skin Infection,Behavioral Issue,4,1092
PET0366,Rabbit,Owner_158,Vaccination,288,False,52,2025-02-11,Walk-in,Obesity,Behavioral Issue,2,576
PET0791,Cat,Owner_45,Surgery,226,False,54,2025-01-30,Walk-in,Skin Infection,Behavioral Issue,5,1130
PET0014,Dog,Owner_118,Vaccination,828,False,40,2025-01-13,Online Booking,Arthritis,Behavioral Issue,4,3312
PET0537,Rabbit,Owner_36,Surgery,902,True,32,2025-01-31,Referred by Vet,Ear Infection,Behavioral Issue,3,2706
PET0455,Rabbit,Owner_62,Vaccination,331,False,51,2025-02-22,Referred by Vet,Arthritis,Trauma,5,1655
PET0673,Rabbit,Owner_138,Surgery,112,True,19,2025-01-26,Walk-in,Arthritis,Genetic Disorder,4,448
PET0673,Dog,Owner_26,Vaccination,266,True,41,2025-02-18,Online Booking,Obesity,Behavioral Issue,1,266
PET0585,Dog,Owner_146,Dental Cleaning,903,True,52,2025-01-29,Online Booking,Dental Disease,Infectious Disease,1,903
PET0823,Dog,Owner_190,Dental Cleaning,876,False,39,2025-01-10,Walk-in,Parvovirus,Trauma,2,1752
PET0941,Cat,Owner_190,Deworming,844,False,48,2025-03-02,Online Booking,Parvovirus,Behavioral Issue,4,3376
PET0109,Rabbit,Owner_79,Surgery,738,False,40,2025-03-16,Walk-in,Parvovirus,Preventative Care,1,738
PET0234,Rabbit,Owner_199,Surgery,510,False,27,2025-03-04,Online Booking,Skin Infection,Infectious Disease,3,1530
PET0026,Rabbit,Owner_194,Vaccination,978,False,45,2025-01-07,Referred by Vet,Obesity,Preventative Care,4,3912
PET0885,Bird,Owner_7,Checkup,659,True,11,2025-02-25,Online Booking,Arthritis,Genetic Disorder,3,1977
PET0562,Dog,Owner_121,Surgery,154,True,23,2025-01-19,Emergency,Ear Infection,Infectious Disease,3,462
PET0916,Cat,Owner_185,Dental Cleaning,148,False,22,2025-01-28,Walk-in,Ear Infection,Infectious Disease,1,148
PET0222,Cat,Owner_194,Vaccination,560,False,38,2025-03-20,Referred by Vet,Skin Infection,Preventative Care,4,2240
PET0064,Bird,Owner_45,Neutering,434,True,21,2025-02-28,Referred by Vet,Arthritis,Genetic Disorder,5,2170
PET0824,Rabbit,Owner_114,Deworming,454,True,48,2025-01-23,Online Booking,Obesity,Genetic Disorder,1,454
PET0910,Dog,Owner_188,Deworming,872,True,11,2025-02-19,Referred by Vet,Dental Disease,Genetic Disorder,1,872
PET0303,Bird,Owner_29,Dental Cleaning,567,True,41,2025-02-17,Emergency,Ear Infection,Trauma,4,2268
PET0409,Cat,Owner_150,Checkup,525,True,22,2025-01-18,Walk-in,Skin Infection,Genetic Disorder,4,2100
PET0140,Bird,Owner_48,Surgery,758,True,55,2025-02-28,Emergency,Obesity,Behavioral Issue,3,2274
PET0947,Bird,Owner_197,Checkup,912,False,36,2025-01-25,Online Booking,Obesity,Behavioral Issue,4,3648
PET0305,Dog,Owner_34,Checkup,694,True,58,2025-03-22,Emergency,Dental Disease,Infectious Disease,3,2082
PET0493,Dog,Owner_178,Dental Cleaning,919,True,50,2025-02-15,Referred by Vet,Arthritis,Genetic Disorder,1,919
PET0098,Dog,Owner_18,Surgery,820,False,26,2025-02-04,Online Booking,Obesity,Trauma,2,1640
PET0888,Dog,Owner_142,Dental Cleaning,486,True,49,2025-01-26,Referred by Vet,Dental Disease,Genetic Disorder,5,2430
PET0136,Rabbit,Owner_128,Checkup,72,False,40,2025-02-12,Emergency,Dental Disease,Trauma,1,72
PET0454,Rabbit,Owner_178,Neutering,614,False,43,2025-01-17,Referred by Vet,Ear Infection,Chronic Disease,4,2456
PET0671,Dog,Owner_90,Neutering,726,False,33,2025-01-05,Online Booking,Obesity,Chronic Disease,5,3630
PET0744,Rabbit,Owner_54,Surgery,763,False,54,2025-03-30,Online Booking,Skin Infection,Infectious Disease,2,1526
PET0946,Cat,Owner_50,Dental Cleaning,507,True,44,2025-03-14,Emergency,Ear Infection,Chronic Disease,2,1014
PET0420,Dog,Owner_14,Neutering,132,False,57,2025-01-08,Referred by Vet,Dental Disease,Genetic Disorder,3,396
PET0743,Dog,Owner_52,Vaccination,194,False,15,2025-02-05,Referred by Vet,Arthritis,Behavioral Issue,5,970
PET0155,Bird,Owner_22,Dental Cleaning,134,False,28,2025-01-18,Walk-in,Skin Infection,Genetic Disorder,3,402
PET0415,Dog,Owner_1,Deworming,127,True,39,2025-01-15,Referred by Vet,Ear Infection,Trauma,1,127
PET0100,Rabbit,Owner_78,Surgery,506,False,16,2025-03-01,Referred by Vet,Dental Disease,Genetic Disorder,5,2530
PET0490,Cat,Owner_147,Neutering,927,False,19,2025-02-28,Walk-in,Ear Infection,Preventative Care,1,927
PET0409,Bird,Owner_194,Vaccination,50,False,50,2025-02-23,Emergency,Dental Disease,Chronic Disease,3,150
PET0952,Rabbit,Owner_177,Vaccination,100,True,41,2025-01-22,Walk-in,Arthritis,Chronic Disease,5,500
PET0033,Cat,Owner_99,Neutering,734,False,43,2025-02-13,Referred by Vet,Dental Disease,Genetic Disorder,3,2202
PET0371,Rabbit,Owner_76,Surgery,766,True,37,2025-01-29,Emergency,Ear Infection,Preventative Care,5,3830
PET0444,Rabbit,Owner_110,Vaccination,821,False,24,2025-02-07,Emergency,Obesity,Chronic Disease,3,2463
PET0951,Cat,Owner_21,Checkup,495,False,39,2025-03-19,Referred by Vet,Obesity,Infectious Disease,2,990
PET0856,Cat,Owner_96,Surgery,498,True,46,2025-01-21,Referred by Vet,Dental Disease,Chronic Disease,3,1494
